Gender ,Unit Location ,Time in role,TIDES Day 1,TIDES Day 2,TIDES Day 3,TIDES Orientation ,TIDES Physical Skills Pre-reqs ,Safe & Well Trainings,Safe & Well Trainings_open ,PreKnowledge1 ,PreKnowledge2,PreKnowledge3,PreKnowledge4,PreKnowledge5,PreKnowledge6,PreKnowledge7,PreKnowledge8,PreKnowledge9,PreKnowledge10,PreKnowledge11,PreKnowledge12,PreConfidence1,PreConfidence2,PreConfidence3,PreConfidence4,PreConfidence5,PreConfidence6,PreConfidence7,PreConfidence8,PostKnowledge1 ,PostKnowledge2,PostKnowledge3,PostKnowledge4,PostKnowledge5,PostKnowledge6,PostKnowledge7,PostKnowledge8,PostKnowledge9,PostKnowledge10,PostKnowledge11,PostKnowledge12,PostConfidence1,PostConfidence2,PostConfidence3,PostConfidence4,PostConfidence5,PostConfidence6,PostConfidence7,PostConfidence8,LearningAreas1,LearningAreas2,LearningAreas3,LearningAreas4,LearningAreas5,LearningAreas6,LearningAreas7,ContentAreas1,ContentAreas2,ContentAreas3,ContentAreas4,ContentAreas5,ContentAreas6,Intent2Use_Open,Intentnotuse_Open,Satisfaction,Otherfeedback_open,PreK,PostK,PreC,PostC,PreKScore,PostKScore,PreCScore,PostCScore
.,9,1,1,1,.,.,1,.,.,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,When a client needs to be put in mechanical restraints or locked seclusion ,.,4,Great job! Thank you! ,3.416666667,4,3,4,37,48,28,32
.,9,6,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,.,4,4,4,4,4,4,4,.,.,5,Would like to see more discussion around racial and other incentives toward staff in the workplace ,4,4,4,4,48,48,32,35
.,9,1,.,.,.,.,.,.,.,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,Understanding indicators on when to apply restraint. Trauma-informed strategies using restraints ,.,5,Very good and informative session. Amazing facilitators. ,3.666666667,4,3.25,4,42,48,28,36
Female ,9,2,1,1,.,.,1,2,.,4,3,2,4,4,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,The instructors were great. Enjoyed the whole trainign session. Thank you! ,2.916666667,3.583333333,1.375,3.75,29,42,20,35
.,9,3,1,1,.,1,1,2,.,4,4,5,4,5,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,3,5,5,5,5,4,4,4,4,4,4,Pin at the middle during restraint event,.,4,.,3.916666667,4,3.5,4.75,46,51,28,37
Female,9,2,1,1,.,1,2,.,.,2,4,5,5,4,4,4,4,4,5,1,3,5,1,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,.,3,4,5,3,5,5,5,5,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,.,.,3,.,3.75,4.333333333,3.5,4.625,43,50,34,32
.,9,2,1,.,.,1,1,.,.,4,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,Restraints and debriefs ,.,.,8/10 for this training ,2.75,3,2,3,28,36,20,28
Female,9,3,1,1,.,.,.,.,.,3,3,3,3,3,3,3,3,.,3,3,3,3,3,3,3,.,.,.,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,Ensure to debrief after a restraint event,Wrist controls- I have bad wrists ,.,Had a great day ,2.75,4,1.875,4,33,48,19,32
Female,9,2,1,1,.,.,.,.,.,4,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,Self-care and restraints ,.,4,Everything was interactive and well-explained ,3.333333333,4.416666667,3,4,38,53,28,32
.,9,3,.,.,.,.,.,.,.,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,3,Self-care,.,4,Very informative. Excellent ,3.333333333,4,3,4,37,48,28,36
.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,.,4,3,3,4,4,3,3,3,3,3,3,.,.,4,.,0,4,3.5,3,12,43,33,22
Female,9,2,1,1,.,1,1,.,.,4,4,4,4,4,2,2,2,3,4,2,3,3,2,2,2,2,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,4,4,3,3,4,4,How to be mindful of potential assaults during transitions in the restraints and To complete a client debrief to the extent the client is comfortable with in a structured but casual manner.,.,4,.,3.166666667,4.916666667,2.625,5,31,60,31,37
Female,9,4,1,1,.,.,1,.,.,3,4,4,5,5,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,4,4,4,4,4,4,.,5,5,5,5,.,4,4,4,4,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,3.916666667,4.083333333,3.75,3.875,47,44,32,38
Female,9,6,1,.,.,1,1,.,.,4,4,4,3,4,3,3,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,.,.,3.583333333,4,3.5,4,42,48,30,36
.,9,1,1,1,.,2,2,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,.,.,4,4,4,3.25,48,48,32,26
.,9,2,1,1,.,1,Unsure ,Unsure ,.,5,4,3,4,4,2,2,2,2,3,1,2,3,1,3,3,3,3,3,3,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,2,4,3,2,3,3,3,3,Participating more in codes ,.,4,.,2.833333333,4,2.75,3.125,28,42,30,27
Male,9,3,1,1,.,.,1,.,.,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,3,3,3,4,4,.,.,5,.,3.916666667,4.75,4,4.875,48,58,34,37
Female,9,2,1,1,.,.,.,.,.,5,5,5,5,5,2,2,3,4,4,3,3,4,3,2,2,2,2,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,The presenters demonstrated excellent knowledge of TIDES training/materials. Language used was clear and precise. Well understood. ,3.833333333,5,2.625,4,37,56,30,36
Male,9,3,1,1,.,.,.,.,.,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,.,.,4,.,3.5,4,3.25,4,39,48,29,33
Male,9,3,1,1,.,.,.,.,.,3,3,4,4,4,2,2,1,1,3,1,1,4,1,1,1,1,1,3,1,4,4,4,5,4,4,4,4,4,4,3,2,3,2,3,3,3,3,4,2,4,4,4,4,4,5,4,2,2,3,1,1,1,.,It doesn't apply,.,.,2.416666667,3.833333333,1.625,2.875,22,40,23,28
Male ,9,3,.,.,.,.,.,.,.,4,4,3,4,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,.,.,.,.,2.666666667,4,3,4,29,48,28,31
Female ,9,3,1,1,.,.,1,.,.,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,4,3,3,4,4,2,2,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,.,.,5,.,2.5,3.416666667,2.5,3.125,29,39,25,29
Female ,9,3,.,.,.,.,.,.,.,3,4,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2,.,.,4,.,3.916666667,5,4,4.125,46,57,36,32
.,10,2,.,1,.,.,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,.,.,4,.,4,4,3,4,44,48,28,32
Female,10,1,.,.,.,.,.,.,.,4,4,5,5,5,2,2,3,3,2,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,5,.,3.416666667,4.333333333,3.75,4.5,38,54,31,34
Female,10,6,1,1,.,1,1,.,.,3,3,4,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,2.75,3.583333333,2.375,3.25,30,40,25,29
Female,10,6,1,1,.,1,1,1,.,2,2,2,3,2,3,3,2,2,3,2,2,2,2,4,4,3,4,4,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,When dealing with aggressive clients ,.,4,.,2.333333333,2.5,3.125,4,31,38,21,35
Male,10,3,1,1,.,1,1,.,.,4,4,3,3,4,4,4,4,3,4,4,4,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.75,4.916666667,0,4.75,31,58,20,38
Female,10,2,1,1,.,1,.,.,.,4,4,4,3,5,3,3,3,3,4,2,2,4,3,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,4,3,3,5,5,5,5,4,5,5,.,4,3,3,3,3,3,3,.,.,4,.,3.333333333,4.833333333,4.375,4.125,42,56,37,35
.,10,4,1,1,.,1,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,2,5,5,4,2,4,1,2,1,1,1,1,We already do this so no changes need to be made,See above ,4,.,5,5,4.625,4.25,59,57,38,33
Female,10,2,1,1,.,1,1,.,.,5,4,5,4,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,3,4,3,The floor use seclusion more than restraints ,Will use it when the need arises,5,.,4.583333333,4.25,4.25,4.25,54,50,34,38
Female,10,4,1,1,.,.,1,.,.,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1) Regularly use debriefing with clients after restraint event. 2) Concentrate on trauma aware strategies during care ,.,5,Very informative and re-capturing of activities and learning to improve practice ,4.833333333,5,4.75,5,56,60,40,40
.,10,6,1,1,.,1,1,.,.,4,4,4,4,4,3,3,3,3,5,5,5,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,4,4,5,4,4,4,3,3,3,3,3,3,.,.,4,.,3.916666667,5,3.5,4.5,45,59,34,35
Female,10,4,1,1,.,.,.,2,.,2,2,2,2,2,3,3,2,2,3,2,2,3,3,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,3,5,4,4,4,4,4,4,Physical restraint skill and mechanical restraint skill ,.,4,It's very useful to use hands on and live demonstrations for learning these skills,2.25,4,2,4,27,48,24,35
Female,10,6,1,1,.,.,1,2,.,5,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,3,3,4,3,5,4,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,did not get these ,5,4,4,4,4,4,4,.,.,5,Excellent! Thank you! Practice really helps! ,3.666666667,4.416666667,3.25,4,40,51,31,36
Female,10,5,1,1,.,.,1,2,.,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,I will discuss in huddles and team rounds; remind staff to practice,.,5,.,4.333333333,4.25,5,5,54,54,37,40
Female,10,5,1,1,.,1,.,.,.,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,3,Regular practise,.,4,Regular practice on the unit will be useful ,3.916666667,3.666666667,3.625,4,44,44,32,31
Female,10,1,.,1,.,.,.,.,.,2,2,4,3,4,2,1,2,1,4,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,4,4,2,2,4,4,3,4,4,4,4,.,.,4,.,2.416666667,0,0,0,18,0,0,14
Male,10,3,1,1,.,.,.,.,.,4,4,5,5,4,4,4,4,2,4,4,4,4,4,4,.,4,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,Training gives me good understanding when to apply restraint ,.,5,.,4,4.916666667,3.5,4.875,42,59,36,39
Female,10,1,1,1,.,1,1,1,Gentle persuasive approach,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,5,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,Importance of teamwork discussion,.,4,"No other suggestions, Thank you",4.083333333,3.666666667,3.5,3.625,44,43,32,27
Female,10,3,1,.,.,.,.,.,.,4,4,4,4,4,.,2,3,2,4,4,4,3,4,3,3,4,4,4,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,3,3,3,3,.,.,4,.,3.25,4,3.125,4,36,48,28,34
Male ,10,3,1,1,.,1,.,1,PMAB,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,.,5,5,4,4,4,3,4,3,When client and danger to self and others ,.,5,Great instructors very thorough ,3.833333333,4.583333333,3.75,4.375,44,54,33,38
Female ,10,6,1,1,.,.,.,.,.,3,4,4,3,1,4,4,4,3,3,4,4,1,4,4,4,3,2,2,5,4,4,4,3,3,4,4,4,2,4,4,5,1,5,4,4,3,3,4,5,5,5,5,5,3,3,5,4,3,2,3,3,3,.,.,5,"camhstaff is the best trainer and had him for years calm, knowledgeable nd good communicator. Has worked on the unit for years, earns my respect and there I listen to him because he knows what it's like. ",3.416666667,3.75,3.125,3.625,40,44,27,35
Female ,10,1,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,4,3,3,3,4,4,Many ideas on the importance of de-briefinf for the patients well being but never actually completed on unit would to advocate and ensure its done. ,.,4,.,4,4,1.375,4,38,48,21,32
Female ,10,1,1,1,,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,.,.,5,.,4,4.166666667,4,4,48,49,33,32
Male ,10,4,1,1,,.,.,2,.,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,,5,5,4,4,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,.,.,4,.,4.5,4.416666667,4.625,4.75,57,51,38,37
Male ,10,1,1,1,,,.,1,.,4,4,4,4,5,5,5,5,5,5,5,5,4,2,3,3,3,4,4,3,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,I would be able to safety apply mechanical and physical restraints on client.,.,5,Great class well thought,4.666666667,4.583333333,3.25,4.75,52,56,33,38
.,11,5,1,1,.,.,.,.,"Code Red, White, Blue",4,4,5,5,5,4,4,4,3,4,2,4,4,2,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,"Trauma informed care, de-escalation methods/approach, and least/last option/restraints ",.,.,.,4,4.833333333,2.625,4,40,54,31,36
.,11,5,1,1,.,.,1,.,.,4,5,5,5,5,.,.,4,5,4,4,4,.,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,5,.,3.75,5,3.5,5,38,60,36,40
.,11,2,1,1,.,.,.,.,.,4,5,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,3,4,4,Trauma strategey ,.,5,Very good learning experience ,3.583333333,4.333333333,3.125,4,39,49,31,33
Female,11,6,1,1,.,.,1,2,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,2,4,3,3,3,3,3,3,.,.,5,Very good. All excellent teachers especially camhstaff as she is on 2-3,1,2,1,2,12,24,12,22
Female,11,4,1,1,.,1,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,4,4,.,.,5,Excellent ,5,4.666666667,4.75,5,58,57,39,37
Female,11,2,1,1,.,.,.,.,.,2,3,4,4,4,3,3,2,3,2,2,2,2,3,3,3,2,3,3,4,4,4,4,4,5,4,3,4,4,.,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,.,4,4,4,4,3,4,4,.,.,4,.,2.833333333,3.666666667,2.875,3.625,32,42,28,31
Female,11,2,1,1,.,1,1,2,.,3,3,3,3,4,2,2,2,2,3,2,3,3,2,3,2,2,2,3,2,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,I will work harder to debrief with team and clients after an incident. I will incorporate trauma awareness to my decision making in regards to applying restraints as a last resort.,.,5,The small group practice is very helpful to my learning.,2.666666667,4.666666667,2.375,4,30,53,28,35
Female,11,1,1,1,.,.,.,.,.,4,4,4,4,4,4,.,2,2,4,2,2,2,2,1,1,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,I intend to use these strategies in my work but my plan is to suggest to my manager that we practice one strategy per month on each shift,.,5,Again this training has reinforced what I have learnt in other tides but practicing once in awhile will be necessary,3,4,1.75,4,26,48,24,36
Female,11,4,1,1,.,2,1,.,.,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,3,3,Conducting patient debrief; self awareness/self management,.,5,.,3.5,4.083333333,3.5,4.125,42,49,30,37
Female,11,4,1,1,.,.,1,.,.,3,3,4,4,4,3,2,2,2,4,3,4,2,3,2,2,2,2,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3,2,2,2,2,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,.,.,5,More practice is needed to be confident,3.166666667,3.666666667,2.375,2.75,33,38,26,31
Female,11,6,.,.,.,.,.,.,.,4,2,4,2,4,2,2,2,2,2,2,2,2,4,2,.,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,2,1,1,1,.,I have been using techniques taught/learned in my day work if it is necessary. ,.,4,.,2.5,4,2,4,26,48,24,36
Female,11,2,2,1,.,2,2,2,.,4,4,4,5,5,4,1,1,1,5,1,1,4,1,2,1,1,1,4,1,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,4,4,5,3,5,5,5,5,5,5,5,1,1,2,2,4,4,By applying my knowledge on my daily practice ,.,5,Amazing.,3,4.416666667,1.875,3.625,27,46,27,36
Female,11,3,1,1,.,.,2,2,Safe and Well Day- Planning Committee,3,2,2,4,5,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,4,4,4,4,5,4,3,3,4,4,3,3,3,3,3,3,2,2,3,3,4,5,4,4,4,4,4,4,4,4,3,3,3,Attend more weekly debriefs ,.,4,.,2.083333333,3.75,1.5,2.75,20,41,22,27
Male,11,4,1,.,.,.,1,.,.,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.416666667,4.666666667,3.125,4.875,38,59,29,40
Male,11,2,1,1,.,.,.,.,.,4,4,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,3,2,2,Client debriefinf is very usused tool. I will definitely use that for client care. ,"I intend to use everything I learned through training session to my pracice as ""illegible"" If I don't remember I will review with my co-facilitators on unit.",5,Thank you! Great session! ,2.5,4,2.125,4,27,48,24,36
Female,11,4,1,1,.,.,.,.,.,3,3,3,4,4,3,3,2,3,2,2,2,.,4,3,2,2,2,3,2,4,4,4,5,5,3,3,4,4,4,3,4,5,3,3,3,3,3,4,3,4,5,5,5,.,5,5,4,4,4,4,4,4,When to use chemical restraint. When to use mechanical restraint. why? ,.,4,"In a case where a client needs a restraint and also client has a heart condition, what is the proper management. Thanks for the hard work. ",2.833333333,3.916666667,2.25,3.375,30,44,26,32
Male,11,2,.,.,.,.,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Team control,.,5,More practical and more useful. Thanks camhstaff and camhstaff,4,5,4,5,48,60,36,40
Female,11,3,1,1,.,2,2,1,Refresh TIDES on Unit ,5,.,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,Level 1 physical restraint when transferring patient and hand control ,.,5,"Great instructors, hands outs very resourceful, and respectful instructors ",4.083333333,5,4.25,5,51,60,37,40
Female ,11,6,1,1,.,1,1,.,.,5,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,.,4,5,4,4,4,4,4,4,One person only take to patient when applying restraints. Practice skill,.,5,.,4.25,5,3.75,4,48,56,34,36
Female ,11,6,1,1,,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,Ensuring weekly debrief are or becomes apart of our weekly discussions ,.,5,.,4,4,3.5,4,46,48,30,35
Female ,11,1,1,1,,.,1,.,.,4,4,4,5,5,2,2,2,2,3,3,2,2,1,1,2,3,3,4,3,5,5,5,5,5,5,5,5,4,5,3,4,4,.,2,2,2,2,5,3,5,5,5,5,5,5,5,3,4,4,4,4,4,.,.,5,.,3.166666667,4.666666667,2.375,2.5,27,44,33,32
Female ,11,1,2,2,,2,2,1,PMAB orientation 2017,2,3,2,.,4,2,1,1,1,2,3,3,2,3,2,2,2,2,4,3,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,"Trauma informed care like talking clients through things, not staring, covering them",.,5,.,2,4.916666667,2.5,4,26,55,31,36
.,12,.,.,.,.,.,.,.,.,4,4,4,.,.,2,2,2,1,4,1,2,2,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,4,Differentiate between PRNmeds and chemical restraint how to properly document ,2.166666667,4,1.375,4,19,48,22,36
.,12,6,1,1,.,.,1,1,Staff debriefing ,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,3,3,3,3,3,3,Model,Daily use,4,Need more POCF training ,3.916666667,3.916666667,3.75,4,46,47,31,32
Female ,12,3,1,1,.,1,.,.,.,3,4,3,4,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,4,4,3,3,3,4,4,.,4,4,4,4,4,1,1,.,.,4,.,3.416666667,3.75,3.125,3.25,40,41,28,27
Male,12,5,1,1,.,.,.,.,.,4,4,4,4,4,3,3,2,2,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Use it on a daily working routines,.,4,"Useful, interesting and  helpful in everyday work ",3.25,4,3.25,4,37,48,28,32
Female,12,.,1,1,.,.,.,.,.,4,4,5,4,4,4,3,4,4,4,5,4,4,4,3,3,3,3,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,3,4,5,5,5,5,1,3,2,2,1,1,.,.,4,.,4.083333333,4.5,3.5,4.75,46,55,33,35
Male,12,4,1,1,.,1,1,.,.,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,.,5,2,2,2,2,2,2,Refreshed learning of should and limb restraint ,.,5,The 2 staff facilitationg today's course were both very knowledgeable of content. They were also very engaging and nice! ,4.916666667,5,4.75,5,59,60,38,40
